339.93548387096774, 836.3548387096774
413.56164383561645, 864.8630136986301
417.5, 766.0
418.3888888888889, 700.8703703703703
447.36842105263156, 937.7105263157895
463.77272727272725, 568.4545454545455
489.1923076923077, 694.5384615384615
501.921568627451, 863.5098039215686
504.68, 849.0
514.7903225806451, 778.3709677419355
513.5, 951.5
547.3, 624.5
554.8181818181819, 759.7636363636364
555.5, 721.5
569.7384615384616, 807.9230769230769
580.3, 873.7714285714286
585.7567567567568, 741.6216216216217
584.0, 750.5
598.9666666666667, 824.35
613.1081081081081, 493.2972972972973
613.5, 925.3235294117648
619.5, 790.0
648.6842105263158, 597.7368421052631
652.8636363636364, 302.59090909090907
669.3235294117648, 866.3235294117648
688.5974025974026, 610.7142857142857
693.1282051282051, 541.3076923076923
692.3888888888889, 964.1388888888889
748.5185185185185, 760.1111111111111
749.7, 831.15
750.7857142857143, 481.5
759.4578313253012, 584.6746987951807
761.3918918918919, 812.6216216216217
770.1111111111111, 817.5111111111111
775.4571428571429, 775.7714285714286
803.2142857142857, 715.3571428571429
809.5, 888.5
823.0, 686.4745762711865
